John,5.320360000000004
William,4.424557000000002
James,4.593850000000005
Charles,2.528624999999999
George,2.1072929999999976
Frank,1.344565
Joseph,2.2997930000000006
Thomas,1.9061479999999984
Henry,0.9636969999999992
Robert,3.836720999999998
Edward,1.4304689999999998
Harry,0.7960210000000003
Walter,0.9082809999999999
Arthur,0.7555150000000006
Fred,0.5904299999999998
Albert,0.6978580000000004
Samuel,0.5798730000000002
David,2.1656690000000025
Louis,0.49424299999999993
Joe,0.5179970000000002
Charlie,0.2903479999999998
Clarence,0.49576899999999985
Richard,1.834486
Andrew,0.7861179999999999
Daniel,1.1009319999999994
Ernest,0.398657
Will,0.137886
Jesse,0.35969100000000026
Oscar,0.23632999999999998
Lewis,0.20111899999999994
Peter,0.4411140000000002
Benjamin,0.44809499999999997
Frederick,0.272918
Willie,0.7756789999999999
Alfred,0.31012
Sam,0.2121829999999999
Roy,0.4910400000000001
Herbert,0.30866999999999983
Jacob,0.4506190000000001
Tom,0.169404
Elmer,0.23218199999999994
Carl,0.5294990000000002
Lee,0.3024189999999999
Howard,0.40319400000000005
Martin,0.261413
Michael,2.3769370000000016
Bert,0.06880100000000003
Herman,0.205493
Jim,0.16748899999999997
Francis,0.3614989999999998
Harvey,0.15633099999999991
Earl,0.3925180000000001
Eugene,0.3908420000000001
Ralph,0.46945600000000004
Ed,0.07157899999999999
Claude,0.15142699999999992
Edwin,0.23891900000000002
Ben,0.13018699999999991
Charley,0.061307
Paul,1.0753319999999997
Edgar,0.163255
Isaac,0.144635
Otto,0.07438200000000002
Luther,0.11156400000000001
Lawrence,0.4202509999999999
Ira,0.08834800000000002
Patrick,0.40588499999999983
Guy,0.11003800000000002
Oliver,0.10244499999999995
Theodore,0.2292989999999998
Hugh,0.11212000000000004
Clyde,0.20045299999999996
Alexander,0.32487600000000005
August,0.06113000000000001
Floyd,0.20500200000000007
Homer,0.10811699999999999
Jack,0.5614699999999998
Leonard,0.2904619999999999
Horace,0.08409100000000003
Marion,0.3163250000000003
Philip,0.26345
Allen,0.212876
Archie,0.08171399999999997
Stephen,0.5114720000000001
Chester,0.168623
Willis,0.07146299999999997
Raymond,0.7107530000000002
Rufus,0.05788499999999998
Warren,0.157693
Jessie,0.3933839999999998
Milton,0.1348329999999999
Alex,0.16855899999999996
Leo,0.2237229999999999
Julius,0.09065999999999999
Ray,0.22773600000000022
Sidney,0.11231000000000002
Bernard,0.2065339999999999
Dan,0.09673299999999997
Jerry,0.42139100000000024
Calvin,0.14122099999999999
Perry,0.07020200000000003
Dave,0.06663400000000005
Anthony,0.8167739999999997
Eddie,0.20585300000000015
Amos,0.04610600000000001
Dennis,0.37230800000000003
Clifford,0.19841399999999995
Leroy,0.21356499999999998
Wesley,0.14392299999999994
Alonzo,0.04398999999999998
Garfield,0.011710999999999997
Franklin,0.11632299999999997
Emil,0.056096
Leon,0.1622540000000001
Nathan,0.271728
Harold,0.6023219999999999
Matthew,0.7988559999999999
Levi,0.05732000000000002
Moses,0.040482
Everett,0.10785700000000002
Lester,0.16372199999999995
Winfield,0.010087000000000002
Adam,0.289183
Lloyd,0.1762289999999999
Mack,0.05499000000000001
Fredrick,0.054772
Jay,0.127824
Jess,0.03982600000000002
Melvin,0.21270800000000006
Noah,0.12283700000000002
Aaron,0.293097
Alvin,0.15257199999999993
Norman,0.23893899999999993
Gilbert,0.11963900000000009
Elijah,0.09752
Victor,0.218359
Gus,0.032808000000000004
Nelson,0.06863700000000005
Jasper,0.035213
Silas,0.027250999999999997
Christopher,1.0335440000000002
Jake,0.07466600000000001
Mike,0.1396269999999999
Percy,0.05456299999999997
Adolph,0.037029999999999993
Maurice,0.12065600000000003
Cornelius,0.04373700000000003
Felix,0.059189999999999965
Reuben,0.037295
Wallace,0.09066499999999998
Claud,0.027620000000000013
Roscoe,0.03675299999999999
Sylvester,0.05388199999999995
Earnest,0.07547299999999998
Hiram,0.02176
Otis,0.07335199999999996
Simon,0.04529400000000002
Willard,0.09319200000000005
Irvin,0.047540999999999986
Mark,0.7123769999999994
Jose,0.2994639999999999
Wilbur,0.07754299999999996
Abraham,0.06370200000000004
Virgil,0.08785799999999999
Clinton,0.08175900000000003
Elbert,0.047994999999999996
Leslie,0.264458
Marshall,0.07465900000000006
Owen,0.07293
Wiley,0.025065999999999995
Anton,0.027742999999999983
Morris,0.08652099999999995
Manuel,0.13195599999999996
Phillip,0.195531
Augustus,0.018558
Emmett,0.047584000000000015
Eli,0.04195700000000001
Nicholas,0.4567939999999999
Wilson,0.04557000000000004
Alva,0.033017000000000005
Harley,0.04623899999999999
Newton,0.014706999999999998
Timothy,0.5610269999999998
Marvin,0.20619899999999994
Ross,0.067764
Curtis,0.17791099999999999
Edmund,0.057963
Jeff,0.07733899999999998
Elias,0.031384999999999996
Harrison,0.05030799999999999
Stanley,0.27294499999999994
Columbus,0.015247999999999994
Lon,0.012863999999999997
Ora,0.086187
Ollie,0.10928300000000005
Russell,0.28903399999999996
Pearl,0.32881899999999975
Solomon,0.027964000000000003
Arch,0.006941999999999999
Asa,0.015661999999999995
Clayton,0.089651
Enoch,0.011520000000000004
Irving,0.05939200000000001
Mathew,0.047507
Nathaniel,0.14127900000000002
Scott,0.41342399999999974
Hubert,0.07220300000000004
Lemuel,0.012130999999999998
Andy,0.05441799999999998
Ellis,0.046887
Emanuel,0.03523400000000001
Joshua,0.5669459999999997
Millard,0.026479999999999983
Vernon,0.13836599999999996
Wade,0.050077
Cyrus,0.016780000000000003
Miles,0.03631399999999999
Rudolph,0.063028
Sherman,0.04308600000000002
